@RELATION weekly

@ATTRIBUTE weekly_symbol string
@ATTRIBUTE stock_open real
@ATTRIBUTE high real
@ATTRIBUTE low real
@ATTRIBUTE stock_close real
@ATTRIBUTE adjusted_close real
@ATTRIBUTE volume real
@ATTRIBUTE dividend_amount real
@ATTRIBUTE cobdate_partition DATE "yyyy-MM-dd"

@DATA
JPM,34.79,35.0,34.05,34.99,23.2839,59012600,0.0,"2005-09-16"
JPM,34.88,34.95,33.79,34.07,22.6717,51033400,0.0,"2005-09-23"
JPM,34.25,34.38,33.5,33.93,22.5785,48657000,0.0,"2005-09-30"
JPM,34.19,34.43,33.42,33.9,22.7869,63823700,0.34,"2005-10-07"
JPM,34.0,34.19,32.92,34.08,22.9078,56281500,0.0,"2005-10-14"
JPM,34.21,35.19,33.74,35.13,23.6136,70494500,0.0,"2005-10-21"
JPM,35.26,36.48,35.25,36.44,24.4942,63492400,0.0,"2005-10-28"
JPM,36.5,37.49,36.4,37.31,25.079,68731500,0.0,"2005-11-04"
JPM,37.46,38.41,37.21,38.26,25.7175,52807100,0.0,"2005-11-11"
JPM,37.98,38.25,37.45,38.03,25.5629,54186200,0.0,"2005-11-18"
JPM,38.0,38.99,37.52,38.86,26.1209,37893500,0.0,"2005-11-25"
JPM,39.0,39.18,38.22,38.99,26.2082,61002200,0.0,"2005-12-02"
JPM,38.83,39.3,38.32,39.12,26.2956,45617600,0.0,"2005-12-09"
JPM,39.14,39.88,38.89,39.79,26.746,47953000,0.0,"2005-12-16"
JPM,39.71,40.42,39.42,40.2,27.0216,52034200,0.0,"2005-12-23"
JPM,40.4,40.56,39.48,39.69,26.6788,33236800,0.0,"2005-12-30"
JPM,39.83,40.36,39.3,40.02,27.1314,42406400,0.34,"2006-01-06"
JPM,39.88,40.87,39.65,39.92,27.0636,68713500,0.0,"2006-01-13"
JPM,39.48,39.82,37.88,38.05,25.7959,60748400,0.0,"2006-01-20"
JPM,38.14,40.04,37.97,39.75,26.9484,66319800,0.0,"2006-01-27"
JPM,39.52,40.22,39.4,39.53,26.7992,56463400,0.0,"2006-02-03"
JPM,39.4,40.03,39.05,39.92,27.0636,42534300,0.0,"2006-02-10"
JPM,39.77,40.82,39.61,40.78,27.6467,56472000,0.0,"2006-02-17"
JPM,40.63,41.83,40.55,41.66,28.2433,38509700,0.0,"2006-02-24"
JPM,41.67,42.09,40.97,41.59,28.1958,54016000,0.0,"2006-03-03"
JPM,41.48,41.81,40.87,41.13,27.884,49309400,0.0,"2006-03-10"
JPM,41.45,41.53,40.98,41.4,28.067,63946700,0.0,"2006-03-17"
JPM,41.31,42.43,41.0,42.1,28.5416,56607300,0.0,"2006-03-24"
JPM,41.86,42.21,41.12,41.64,28.2297,50916600,0.0,"2006-03-31"
JPM,41.95,42.66,41.5,41.7,28.4978,51356500,0.34,"2006-04-07"
JPM,41.97,42.42,41.48,42.19,28.8326,28666300,0.0,"2006-04-13"
JPM,42.28,42.99,41.83,42.5,29.0445,50682500,0.0,"2006-04-21"
JPM,42.51,45.9,42.11,45.38,31.0127,77472600,0.0,"2006-04-28"
JPM,45.38,46.8,44.73,46.65,31.8806,72637700,0.0,"2006-05-05"
JPM,46.6,46.65,44.26,44.32,30.2883,54166300,0.0,"2006-05-12"
JPM,44.33,44.8,42.5001,42.75,29.2153,56754700,0.0,"2006-05-19"
JPM,42.72,43.38,41.59,43.23,29.5434,58756100,0.0,"2006-05-26"
JPM,42.9,44.2,42.17,43.81,29.9397,38701500,0.0,"2006-06-02"
JPM,43.66,43.93,41.25,42.36,28.9488,53013200,0.0,"2006-06-09"
JPM,41.95,42.23,39.33,40.16,27.4453,76696700,0.0,"2006-06-16"
JPM,40.17,41.67,39.75,40.87,27.9306,55926500,0.0,"2006-06-23"
JPM,40.67,42.99,40.61,42.0,28.7028,67407100,0.0,"2006-06-30"
JPM,42.05,42.9,42.0,42.41,29.2129,34847200,0.34,"2006-07-07"
JPM,42.54,43.23,40.61,40.89,28.1658,42710200,0.0,"2006-07-14"
JPM,40.81,43.47,40.4,43.15,29.7226,80179700,0.0,"2006-07-21"
JPM,43.4,45.54,43.35,45.48,31.3275,67360700,0.0,"2006-07-28"
JPM,45.1,46.1,44.12,45.12,31.0796,62234300,0.0,"2006-08-04"
JPM,45.0,45.72,43.5,43.93,30.2599,44665100,0.0,"2006-08-11"
JPM,44.3,45.71,43.71,45.71,31.486,42256000,0.0,"2006-08-18"
JPM,45.41,45.97,45.11,45.52,31.3551,33765300,0.0,"2006-08-25"
JPM,45.4,46.07,45.31,45.73,31.4997,36920800,0.0,"2006-09-01"
JPM,45.64,46.05,44.68,45.26,31.176,28267000,0.0,"2006-09-08"
JPM,45.59,47.35,45.12,46.95,32.3401,53518000,0.0,"2006-09-15"
JPM,46.7,47.49,46.22,46.82,32.2505,40807600,0.0,"2006-09-22"
JPM,47.11,47.46,46.39,46.96,32.347,52875800,0.0,"2006-09-29"
JPM,46.96,47.92,46.74,46.86,32.5092,63498500,0.34,"2006-10-06"
JPM,46.87,48.57,46.69,48.16,33.4111,53983100,0.0,"2006-10-13"
JPM,47.98,48.21,46.37,47.12,32.6896,60708900,0.0,"2006-10-20"
JPM,46.83,47.95,46.75,47.29,32.8075,46048300,0.0,"2006-10-27"
JPM,47.34,48.08,46.5,46.89,32.53,49320100,0.0,"2006-11-03"
JPM,47.18,48.0,47.05,47.61,33.0295,37367000,0.0,"2006-11-10"
JPM,47.4,47.99,46.99,47.66,33.0642,48466200,0.0,"2006-11-17"
JPM,47.66,48.05,47.18,47.27,32.7936,24880800,0.0,"2006-11-24"
JPM,47.18,47.26,45.51,46.01,31.9195,61729700,0.0,"2006-12-01"
JPM,46.28,47.5,46.16,46.76,32.4398,54572900,0.0,"2006-12-08"
JPM,46.7,48.65,46.7,48.3,33.5082,64758400,0.0,"2006-12-15"
JPM,48.3,48.97,47.62,47.89,33.2238,42990200,0.0,"2006-12-22"
JPM,47.98,49.0,47.82,48.3,33.5082,27943700,0.0,"2006-12-29"
JPM,48.0,48.55,47.59,47.79,33.3889,34476700,0.34,"2007-01-05"
JPM,47.57,48.42,47.32,47.99,33.5286,51808800,0.0,"2007-01-12"
JPM,48.16,48.89,47.92,48.76,34.0666,52291300,0.0,"2007-01-19"
JPM,48.87,50.68,48.7,49.7,34.7233,73874500,0.0,"2007-01-26"
JPM,49.57,51.33,49.11,50.93,35.5827,71735000,0.0,"2007-02-02"
JPM,50.81,51.32,50.08,50.42,35.2264,45267800,0.0,"2007-02-09"
JPM,50.59,51.55,50.25,51.25,35.8062,51640500,0.0,"2007-02-16"
JPM,51.15,51.95,50.72,51.03,35.6525,37662800,0.0,"2007-02-23"
JPM,51.17,51.415,47.6,48.19,33.6683,93322100,0.0,"2007-03-02"
JPM,47.6,49.35,47.2,48.82,34.1085,73048400,0.0,"2007-03-09"
JPM,48.64,48.98,45.91,47.03,32.8579,101358700,0.0,"2007-03-16"
JPM,47.2,49.65,47.16,48.52,33.8989,80358100,0.0,"2007-03-23"
JPM,48.55,49.02,47.79,48.38,33.8011,59723100,0.0,"2007-03-30"
JPM,48.38,48.89,47.7,48.77,34.3121,44561300,0.34,"2007-04-05"
JPM,48.78,49.52,48.66,49.09,34.5373,48419100,0.0,"2007-04-13"
JPM,49.36,52.71,49.32,52.54,36.9645,109077500,0.0,"2007-04-20"
JPM,52.25,53.0,51.65,52.55,36.9716,69948500,0.0,"2007-04-27"
JPM,52.46,53.06,51.6,52.63,37.0278,78402500,0.0,"2007-05-04"
JPM,52.81,53.25,51.72,52.15,36.6901,54863100,0.0,"2007-05-11"
JPM,52.0,53.07,51.55,52.54,36.9645,53523000,0.0,"2007-05-18"
JPM,52.38,52.81,51.26,51.64,36.3313,55188100,0.0,"2007-05-25"
JPM,51.52,52.31,51.35,51.9,36.5143,42876800,0.0,"2007-06-01"
JPM,51.56,51.8,49.54,50.41,35.466,69506100,0.0,"2007-06-08"
JPM,50.41,50.99,49.34,50.56,35.5715,71940500,0.0,"2007-06-15"
JPM,50.83,50.99,48.58,48.72,34.277,81002800,0.0,"2007-06-22"
JPM,48.72,49.48,48.06,48.45,34.087,88753800,0.0,"2007-06-29"
JPM,48.9,49.58,48.45,48.97,34.7182,45567300,0.38,"2007-07-06"
JPM,49.21,50.22,47.12,50.05,35.4839,95258600,0.0,"2007-07-13"
JPM,49.91,50.48,47.38,47.56,33.7185,122978900,0.0,"2007-07-20"
JPM,47.75,47.87,43.5,44.23,31.3577,187624100,0.0,"2007-07-27"
JPM,44.75,45.97,43.2,43.65,30.9465,175827600,0.0,"2007-08-03"
JPM,43.76,47.23,42.51,44.25,31.3719,164030900,0.0,"2007-08-10"
JPM,45.23,48.29,42.16,47.01,33.3286,183586200,0.0,"2007-08-17"
JPM,47.17,47.51,45.03,45.95,32.5771,121843100,0.0,"2007-08-24"
JPM,45.75,45.9,43.15,44.52,31.5633,91168000,0.0,"2007-08-31"
JPM,44.4,45.62,43.2,43.52,30.8543,71494200,0.0,"2007-09-07"
JPM,43.75,45.78,43.35,45.54,32.2864,78970700,0.0,"2007-09-14"
JPM,45.39,48.06,44.89,47.13,33.4137,117122400,0.0,"2007-09-21"
JPM,47.2,47.2,45.58,45.82,32.4849,79665600,0.0,"2007-09-28"
JPM,45.47,47.88,45.42,47.58,34.0055,70523100,0.38,"2007-10-05"
JPM,47.31,47.7,46.53,46.82,33.4623,80558900,0.0,"2007-10-12"
JPM,46.77,47.12,44.6,45.02,32.1758,122643400,0.0,"2007-10-19"
JPM,44.9,47.45,44.66,47.32,33.8196,97894100,0.0,"2007-10-26"
JPM,47.39,47.55,42.06,43.15,30.8393,127192800,0.0,"2007-11-02"
JPM,42.69,44.34,40.68,42.31,30.239,167520000,0.0,"2007-11-09"
JPM,42.11,46.02,41.86,43.09,30.7965,141442700,0.0,"2007-11-16"
JPM,42.5,42.84,40.15,41.95,29.9817,100502000,0.0,"2007-11-23"
JPM,41.99,46.09,40.33,45.62,32.6046,151547000,0.0,"2007-11-30"
JPM,45.92,46.81,43.93,46.08,32.9334,95777100,0.0,"2007-12-07"
JPM,46.67,48.02,44.68,45.2,32.3045,175120900,0.0,"2007-12-14"
JPM,44.51,45.5,43.05,44.11,31.5254,119994800,0.0,"2007-12-21"
JPM,44.14,45.11,42.82,43.26,30.918,55640600,0.0,"2007-12-28"
JPM,43.13,44.14,40.63,40.93,29.5163,81508000,0.38,"2008-01-04"
JPM,40.4,42.14,38.54,40.86,29.4658,172220500,0.0,"2008-01-11"
JPM,41.25,42.65,38.52,39.59,28.55,222806400,0.0,"2008-01-18"
JPM,38.01,46.15,37.66,43.64,31.4706,224789100,0.0,"2008-01-25"
JPM,43.9,49.29,43.4,48.25,34.7951,258530700,0.0,"2008-02-01"
JPM,47.83,48.14,43.25,43.82,31.6004,157506400,0.0,"2008-02-08"
JPM,43.89,44.45,42.01,43.25,31.1893,139812200,0.0,"2008-02-15"
JPM,43.59,44.05,41.85,43.93,31.6797,119292500,0.0,"2008-02-22"
JPM,43.43,44.54,40.38,40.65,29.3144,164935600,0.0,"2008-02-29"
JPM,40.13,40.63,36.61,37.56,27.0861,211872400,0.0,"2008-03-07"
JPM,37.7,40.23,36.01,36.54,26.3505,267568800,0.0,"2008-03-14"
JPM,37.0,46.45,37.0,45.97,33.1509,345661100,0.0,"2008-03-20"
JPM,45.42,48.16,42.65,42.71,30.7999,222785800,0.0,"2008-03-28"
JPM,42.72,47.56,42.61,45.57,33.1325,180271200,0.38,"2008-04-04"
JPM,46.43,46.74,42.43,42.53,30.9222,153923300,0.0,"2008-04-11"
JPM,42.44,46.86,41.17,45.76,33.2706,185315700,0.0,"2008-04-18"
JPM,45.28,47.87,44.6,47.79,34.7465,132513400,0.0,"2008-04-25"
JPM,47.67,49.95,46.62,48.66,35.3791,143861100,0.0,"2008-05-02"
JPM,48.2,48.7,45.31,46.57,33.8595,120190300,0.0,"2008-05-09"
JPM,46.82,47.32,45.22,46.53,33.8304,120080000,0.0,"2008-05-16"
JPM,46.55,47.22,42.1,42.32,30.7695,159334400,0.0,"2008-05-23"
JPM,42.4,44.06,41.9,43.0,31.2639,104327100,0.0,"2008-05-30"
JPM,42.63,42.77,39.95,40.09,29.1481,157566900,0.0,"2008-06-06"
JPM,40.32,40.33,36.42,39.58,28.7773,273948200,0.0,"2008-06-13"
JPM,39.48,40.75,36.82,37.86,27.5268,218202600,0.0,"2008-06-20"
JPM,37.99,39.3199,34.2,35.05,25.4837,238610300,0.0,"2008-06-27"
JPM,34.86,36.09,32.33,35.31,25.9595,210191400,0.38,"2008-07-03"
JPM,35.5,36.745,32.09,33.16,24.3789,281264300,0.0,"2008-07-11"
JPM,33.38,41.32,29.24,40.02,29.4222,416570300,0.0,"2008-07-18"
JPM,40.34,43.0,37.61,39.52,29.0547,233446800,0.0,"2008-07-25"
JPM,39.41,42.07,37.18,40.76,29.9663,208322900,0.0,"2008-08-01"
JPM,40.14,42.27,38.91,41.07,30.1942,176406900,0.0,"2008-08-08"
JPM,40.79,42.85,36.15,38.07,27.9886,226267300,0.0,"2008-08-15"
JPM,37.92,38.25,35.0,37.67,27.6946,179269600,0.0,"2008-08-22"
JPM,37.4,38.94,35.87,38.49,28.2974,137755500,0.0,"2008-08-29"
JPM,39.56,40.02,37.35,39.6,29.1135,145665800,0.0,"2008-09-05"
JPM,42.39,43.66,37.92,41.17,30.2677,296595000,0.0,"2008-09-12"
JPM,38.39,48.0,34.04,47.05,34.5906,508383200,0.0,"2008-09-19"
JPM,45.69,49.0,40.06,48.24,35.4655,289437700,0.0,"2008-09-26"
JPM,46.58,50.63,40.9989,45.9,34.0024,328523800,0.38,"2008-10-03"
JPM,43.49,45.74,35.02,41.64,30.8466,402915000,0.0,"2008-10-10"
JPM,43.91,44.08,36.31,39.33,29.1354,397777100,0.0,"2008-10-17"
JPM,40.01,41.27,34.51,35.43,26.2463,273223800,0.0,"2008-10-24"
JPM,35.1,41.25,32.52,41.25,30.5577,331939400,0.0,"2008-10-31"
JPM,41.25,42.5,36.47,37.75,27.9649,254179800,0.0,"2008-11-07"
JPM,38.28,38.48,33.5,34.47,25.5351,290326600,0.0,"2008-11-14"
JPM,33.82,34.87,19.69,22.72,16.8308,570399200,0.0,"2008-11-21"
JPM,23.92,31.93,22.5,31.66,23.4535,321245400,0.0,"2008-11-28"
JPM,30.67,34.0,24.61,33.35,24.7054,371533500,0.0,"2008-12-05"
JPM,33.97,37.7,28.01,30.94,22.9201,329022000,0.0,"2008-12-12"
JPM,29.34,32.89,28.17,30.32,22.4608,287359400,0.0,"2008-12-19"
JPM,30.64,31.19,28.65,29.8,22.0756,88280300,0.0,"2008-12-26"
JPM,29.99,31.94,28.8,31.35,23.5054,110547000,0.38,"2009-01-02"
JPM,30.73,30.77,25.81,25.97,19.4716,225115500,0.0,"2009-01-09"
JPM,25.92,27.05,20.53,22.82,17.1098,500292800,0.0,"2009-01-16"
JPM,21.0,24.58,17.7,24.28,18.2045,463121800,0.0,"2009-01-23"
JPM,25.0,27.77,23.74,25.51,19.1267,349980200,0.0,"2009-01-30"
JPM,25.0,27.8,22.49,27.63,20.7162,329690200,0.0,"2009-02-06"
JPM,26.66,27.97,24.17,24.69,18.5119,350137700,0.0,"2009-02-13"
JPM,22.8,23.2,18.75,19.9,14.9205,376737400,0.0,"2009-02-20"
JPM,20.9,24.18,18.96,22.85,17.1323,658701300,0.0,"2009-02-27"
JPM,21.7,22.43,14.96,15.93,11.9439,634548400,0.0,"2009-03-06"
JPM,15.35,24.33,15.02,23.75,17.8071,709754000,0.0,"2009-03-13"
JPM,24.33,27.41,22.27,23.15,17.3572,600835300,0.0,"2009-03-20"
JPM,25.3,29.6,25.13,27.4,20.5438,671645100,0.0,"2009-03-27"
JPM,25.67,29.67,24.78,29.28,21.9923,507975100,0.05,"2009-04-03"
JPM,28.27,33.09,26.51,32.75,24.5986,360291900,0.0,"2009-04-09"
JPM,32.01,34.15,30.27,33.26,24.9817,565725100,0.0,"2009-04-17"
JPM,31.78,34.5,28.87,33.38,25.0718,555546400,0.0,"2009-04-24"
JPM,32.53,35.21,32.06,32.49,24.4034,381184700,0.0,"2009-05-01"
JPM,33.06,38.94,32.9,38.94,29.248,490306200,0.0,"2009-05-08"
JPM,37.35,38.18,33.68,34.91,26.221,400182900,0.0,"2009-05-15"
JPM,35.71,37.68,33.67,34.41,25.8455,312960700,0.0,"2009-05-22"
JPM,34.12,37.07,34.12,36.9,27.7157,269876100,0.0,"2009-05-29"
JPM,37.4,37.73,33.65,34.55,25.9506,454240500,0.0,"2009-06-05"
JPM,34.55,35.87,34.37,35.13,26.3863,288501700,0.0,"2009-06-12"
JPM,34.88,35.12,32.18,35.0,26.2886,318059700,0.0,"2009-06-19"
JPM,34.69,35.0,32.81,34.45,25.8755,283792500,0.0,"2009-06-26"
JPM,34.55,34.79,32.27,32.57,24.4997,149201300,0.05,"2009-07-02"
JPM,32.03,33.75,31.59,32.34,24.3266,281846500,0.0,"2009-07-10"
JPM,32.87,37.2,32.43,36.89,27.7492,340635700,0.0,"2009-07-17"
JPM,37.02,38.47,36.21,37.92,28.524,219058900,0.0,"2009-07-24"
JPM,37.97,39.47,37.44,38.65,29.0731,167063300,0.0,"2009-07-31"
JPM,39.12,43.13,38.988,42.36,31.8638,269527300,0.0,"2009-08-07"
JPM,42.03,43.22,40.94,42.45,31.9315,216275700,0.0,"2009-08-14"
JPM,41.21,43.81,40.71,43.66,32.8417,170108400,0.0,"2009-08-21"
JPM,43.86,44.24,42.51,42.92,32.2851,163368600,0.0,"2009-08-28"
JPM,42.44,43.82,40.75,42.34,31.8488,176524800,0.0,"2009-09-04"
JPM,42.79,43.39,41.85,42.5,31.9692,109522900,0.0,"2009-09-11"
JPM,42.08,45.34,42.01,44.95,33.8121,192850000,0.0,"2009-09-18"
JPM,44.54,46.5,43.34,43.65,32.8342,172932800,0.0,"2009-09-25"
JPM,43.97,45.2,40.53,41.86,31.5254,184284500,0.05,"2009-10-02"
JPM,42.48,46.44,42.35,45.85,34.5303,174936500,0.0,"2009-10-09"
JPM,46.37,47.47,44.53,46.06,34.6884,213847000,0.0,"2009-10-16"
JPM,46.42,46.59,44.65,45.23,34.0633,154048900,0.0,"2009-10-23"
JPM,45.12,45.21,41.73,41.77,31.4576,220592100,0.0,"2009-10-30"
JPM,42.18,43.93,41.52,43.48,32.7454,176568000,0.0,"2009-11-06"
JPM,43.93,44.99,42.36,42.9,32.3086,173795300,0.0,"2009-11-13"
JPM,43.25,43.6089,42.15,42.46,31.9772,142004900,0.0,"2009-11-20"
JPM,42.95,43.64,40.75,41.33,31.1262,114046400,0.0,"2009-11-27"
JPM,41.56,43.09,41.22,41.74,31.435,224770800,0.0,"2009-12-04"
JPM,41.63,41.96,40.6,40.96,30.8475,200318300,0.0,"2009-12-11"
JPM,41.01,41.93,40.0373,40.95,30.84,211547600,0.0,"2009-12-18"
JPM,41.55,42.24,41.45,41.89,31.5479,93206800,0.0,"2009-12-24"
JPM,41.85,42.13,41.23,41.62,31.3446,64277800,0.0,"2009-12-31"
JPM,41.79,45.12,41.67,44.68,33.6884,182372600,0.05,"2010-01-08"
JPM,45.12,45.19,42.87,43.68,32.9344,226287100,0.0,"2010-01-15"
JPM,43.4,43.75,38.82,39.16,29.5264,325848500,0.0,"2010-01-22"
JPM,39.76,40.04,38.07,38.94,29.3605,294558200,0.0,"2010-01-29"
JPM,39.1,41.1,37.025,38.3,28.8779,253185900,0.0,"2010-02-05"
JPM,38.29,39.5,37.32,38.95,29.368,214708000,0.0,"2010-02-12"
JPM,38.95,40.7,38.75,40.03,30.1823,153169100,0.0,"2010-02-19"
JPM,40.4,42.305,39.7,41.97,31.6451,255194200,0.0,"2010-02-26"
JPM,42.03,42.87,41.34,42.81,32.2784,156302400,0.0,"2010-03-05"
JPM,42.85,43.54,42.05,43.15,32.5348,168022600,0.0,"2010-03-12"
JPM,42.92,44.11,42.6,43.45,32.761,153641000,0.0,"2010-03-19"
JPM,43.07,46.05,43.04,45.02,33.9448,177588500,0.0,"2010-03-26"
JPM,45.25,45.38,44.25,45.18,34.1031,123862300,0.05,"2010-04-01"
JPM,45.28,46.22,44.79,45.98,34.707,130175700,0.0,"2010-04-09"
JPM,46.03,48.2,45.14,45.55,34.3824,291783900,0.0,"2010-04-16"
JPM,45.23,46.39,44.03,44.94,33.9219,253428600,0.0,"2010-04-23"
JPM,44.78,44.81,42.23,42.58,32.1405,248405700,0.0,"2010-04-30"
JPM,42.97,43.73,39.29,40.76,30.7668,274477700,0.0,"2010-05-07"
JPM,42.32,43.3,39.21,39.89,30.1101,261089700,0.0,"2010-05-14"
JPM,39.93,40.62,37.02,40.05,30.2308,348994600,0.0,"2010-05-21"
JPM,40.16,40.49,37.35,39.58,29.8761,252770300,0.0,"2010-05-28"
JPM,39.32,39.96,37.5,37.62,28.3966,161286400,0.0,"2010-06-04"
JPM,37.79,38.37,36.55,38.09,28.7514,213582400,0.0,"2010-06-11"
JPM,37.97,39.27,37.23,39.18,29.5741,203260800,0.0,"2010-06-18"
JPM,39.55,39.78,37.42,39.44,29.7704,265534400,0.0,"2010-06-25"
JPM,39.55,39.64,35.16,35.83,27.0829,225428500,0.05,"2010-07-02"
JPM,36.69,38.89,35.86,38.85,29.3657,152477000,0.0,"2010-07-09"
JPM,38.86,40.84,38.6,39.0,29.4791,251267900,0.0,"2010-07-16"
JPM,39.03,40.25,38.12,39.83,30.1064,183794100,0.0,"2010-07-23"
JPM,39.8,41.24,39.5,40.28,30.4466,151427800,0.0,"2010-07-30"
JPM,40.98,41.7,39.97,40.44,30.5675,143349800,0.0,"2010-08-06"
JPM,40.55,40.5582,37.22,37.5,28.3452,178110400,0.0,"2010-08-13"
JPM,37.32,38.19,36.81,37.14,28.0731,155506300,0.0,"2010-08-20"
JPM,37.21,37.41,35.55,36.6,27.665,184372000,0.0,"2010-08-27"
JPM,36.4,39.17,35.73,39.17,29.6076,164279900,0.0,"2010-09-03"
JPM,38.73,40.32,38.22,39.76,30.0535,118033900,0.0,"2010-09-10"
JPM,40.64,41.47,39.99,40.06,30.2803,180942600,0.0,"2010-09-17"
JPM,40.24,41.5,38.99,39.7525,30.0479,163758600,0.0,"2010-09-24"
JPM,39.54,39.67,37.96,38.81,29.3354,191193500,0.0,"2010-10-01"
JPM,38.98,40.32,38.71,39.31,29.7515,167927900,0.05,"2010-10-08"
JPM,39.52,40.72,36.54,37.15,28.1167,351792100,0.0,"2010-10-15"
JPM,37.15,38.65,36.21,37.7,28.533,232278200,0.0,"2010-10-22"
JPM,37.97,38.07,36.78,37.63,28.48,158277000,0.0,"2010-10-29"
JPM,37.61,41.34,36.83,40.94,30.9852,265408800,0.0,"2010-11-05"
JPM,40.86,41.2,39.38,39.61,29.9786,160359500,0.0,"2010-11-12"
JPM,39.82,40.64,38.98,39.41,29.8272,164352600,0.0,"2010-11-19"
JPM,39.06,39.1,37.5,37.5,28.3816,105657300,0.0,"2010-11-26"
JPM,37.47,39.67,37.11,39.61,29.9786,169381500,0.0,"2010-12-03"
JPM,39.48,41.5,39.06,41.43,31.356,175839500,0.0,"2010-12-10"
JPM,41.57,41.99,39.53,39.67,30.024,189133200,0.0,"2010-12-17"
JPM,39.83,42.54,39.69,42.08,31.848,119944300,0.0,"2010-12-23"
JPM,41.82,43.1201,41.8,42.42,32.1053,76328800,0.0,"2010-12-31"
JPM,43.0,44.95,42.645,43.64,33.0661,234533400,0.05,"2011-01-07"
JPM,43.27,45.94,43.0,44.91,34.0283,231578900,0.0,"2011-01-14"
JPM,45.02,45.54,43.6,45.29,34.3163,182972000,0.0,"2011-01-21"
JPM,45.21,45.88,44.26,44.54,33.748,154823400,0.0,"2011-01-28"
JPM,44.41,46.0,44.3,44.59,33.7859,137430200,0.0,"2011-02-04"
JPM,44.75,46.89,44.65,46.57,35.2861,162432800,0.0,"2011-02-11"
JPM,46.6,48.36,46.47,48.0,36.3696,155776800,0.0,"2011-02-18"
JPM,47.2,47.27,45.21,46.68,35.3695,139535700,0.0,"2011-02-25"
JPM,46.81,47.18,45.0667,45.52,34.4905,139028400,0.0,"2011-03-04"
JPM,45.62,47.1,44.76,45.74,34.6572,140348300,0.0,"2011-03-11"
JPM,45.42,46.18,43.4,45.74,34.6572,226240600,0.0,"2011-03-18"
JPM,46.28,46.38,44.77,45.86,34.7481,117889300,0.0,"2011-03-25"
JPM,46.1,46.88,45.515,46.35,35.1194,112509600,0.0,"2011-04-01"
JPM,46.12,47.8,46.05,46.84,35.6822,121749700,0.25,"2011-04-08"
JPM,47.0,47.37,44.83,44.89,34.1967,185946400,0.0,"2011-04-15"
JPM,44.27,44.97,43.53,44.68,34.0367,137574700,0.0,"2011-04-21"
JPM,44.65,46.02,44.38,45.63,34.7604,107338100,0.0,"2011-04-29"
JPM,45.94,46.07,44.76,45.04,34.3109,131143700,0.0,"2011-05-06"
JPM,44.75,45.5,42.98,43.15,32.8712,136963700,0.0,"2011-05-13"
JPM,42.97,44.35,42.65,43.13,32.8559,145065000,0.0,"2011-05-20"
JPM,42.4,43.15,41.69,42.79,32.5969,144541600,0.0,"2011-05-27"
JPM,43.24,43.38,40.83,41.57,31.6675,145172100,0.0,"2011-06-03"
JPM,41.1,41.5,40.1,41.05,31.2714,194726600,0.0,"2011-06-10"
JPM,41.29,42.44,39.7,40.8,31.081,183523200,0.0,"2011-06-17"
JPM,40.5,41.53,39.44,39.49,30.083,167557100,0.0,"2011-06-24"
JPM,39.4,41.72,39.24,41.58,31.8656,177104200,0.25,"2011-07-01"
JPM,41.51,41.79,40.18,40.74,31.2219,96902300,0.0,"2011-07-08"
JPM,40.19,41.24,39.24,39.98,30.6394,218029200,0.0,"2011-07-15"
JPM,39.79,42.55,38.93,42.19,32.3331,179229800,0.0,"2011-07-22"
JPM,41.52,41.91,39.9,40.45,30.9996,140397600,0.0,"2011-07-29"
JPM,41.16,41.37,36.72,37.6,28.8155,262707300,0.0,"2011-08-05"
JPM,36.23,37.85,33.69,35.91,27.5203,384268000,0.0,"2011-08-12"
JPM,36.53,37.26,34.26,34.35,26.3248,217317000,0.0,"2011-08-19"
JPM,35.12,38.57,32.31,36.21,27.7502,239240900,0.0,"2011-08-26"
JPM,36.82,38.03,34.51,34.63,26.5393,165353300,0.0,"2011-09-02"
JPM,33.11,34.98,31.93,32.08,24.5851,205219800,0.0,"2011-09-09"
JPM,31.86,34.27,31.21,33.43,25.6197,236489300,0.0,"2011-09-16"
JPM,32.69,32.89,28.53,29.59,22.6768,262646000,0.0,"2011-09-23"
JPM,30.06,33.13,29.96,30.12,23.083,249099600,0.0,"2011-09-30"
JPM,30.03,32.61,27.85,30.7,23.7219,274454500,0.25,"2011-10-07"
JPM,31.6,33.87,30.92,31.89,24.6414,261678600,0.0,"2011-10-14"
JPM,31.64,34.04,30.97,33.42,25.8236,245479500,0.0,"2011-10-21"
JPM,33.61,37.54,33.36,36.69,28.3504,237056700,0.0,"2011-10-28"
JPM,35.93,36.0,31.84,33.97,26.2486,225751500,0.0,"2011-11-04"
JPM,34.03,35.18,32.28,33.28,25.7155,169520200,0.0,"2011-11-11"
JPM,32.95,33.11,30.33,30.62,23.6601,193778600,0.0,"2011-11-18"
JPM,30.02,30.19,28.28,28.48,22.0065,142016000,0.0,"2011-11-25"
JPM,29.71,33.27,28.48,32.33,24.9814,275502200,0.0,"2011-12-02"
JPM,33.64,34.19,32.08,33.18,25.6382,222606800,0.0,"2011-12-09"
JPM,32.55,32.63,30.83,31.89,24.6414,212798600,0.0,"2011-12-16"
JPM,31.87,33.7,30.42,33.57,25.9395,184874600,0.0,"2011-12-23"
JPM,33.22,33.69,32.5738,33.25,25.6923,74123200,0.0,"2011-12-30"
